No;Code;Jenis ken;NoPolisi;Thn Kendaraan;Warna;NoMesin;NoRangka;KD
;SMS;MITSUBISHI KUDA MS248;BG2669LG;2000;;;;
;SMS;"TOYOTA NEW KIJANG KRISTA DIESEL 2,5 MT";BG2678LC;2000;;;;
;SMS;DAIHATSU TERIOS TS15MT-1;BG2685LK;2007;;;;
;SMS;SUZUKI CARRY SZ218;BG2692ND;2003;;;;
;SMS;NISSAN TERRANO NS513;BG2693LG;1998;;;;
;SMS;SUZUKI CARRY SZ285;BG2739D;2007;;;;
;SMS;SUZUKI CARRY SZ218;BG2742LB;2003;;;;
;SMS;MITSUBISHI KUDA MS234;BG2745LG;2002;;;;
;SMS;TOYOTA KIJANG TY478;BG2749LR;2001;;;;
;SMS;"TOYOTA NEW KIJANG LGX 1,8 MT";BG2760LS;2000;;;;
;SMS;"NISSAN TERRANO SPIRIT S1 2,4 MT";BG276RJ;2003;;;;
;SMS;SUZUKI CARRY SZ218;BG2793LG;2003;;;;
;SMS;MITSUBISHI KUDA MS236;BG2812ND;2003;;;;
;SMS;DAIHATSU FEROZA 005;BG2813LK;1994;;;;
;SMS;MITSUBISHI KUDA MS236;BG2820ND;2003;;;;
;SMS;SUZUKI CARRY SZ218;BG2837LL;2004;;;;
;SMS;MITSUBISHI KUDA MS228;BG2849LL;2001;;;;
;SMS;SUZUKI CARRY SZ290;BG2853NB;2002;;;;
;SMS;"SUZUKI APV GX 1,5 MT";BG2858NP;2006;;;;
;SMS;"TOYOTA NEW KIJANG LGX DIESEL 2,5 D MT";BG2870NA;1999;;;;
;SMS;TOYOTA KIJANG INNOVA E01;BG2891LK;2005;;;;
;SMS;"SUZUKI CARRY FUTURA 1,5 DRV MT";BG2894BB;2002;;;;
;SMS;SUZUKI CARRY SZ284;BG2905LB;1995;;;;
;SMS;MITSUBISHI KUDA MS232;BG2920LG;2001;;;;
;SMS;TOYOTA KIJANG TY379;BG2958NP;1997;;;;
;SMS;SUZUKI CARRY SZ219;BG2982HB;2002;;;;
;SMS;TOYOTA KIJANG TY470;BG2985ML;1997;;;;
;SMS;SUZUKI CARRY SZ285;BG2991E;2009;;;;
;SMS;"TOYOTA VIOS G 1,5 MT";BG342FA;2003;;;;
;SMS;MITSUBISHI COLT L300 MINIBUS;BG3607DA;2003;;;;
;SMS;"HONDA CITY CARB 1,3 MT";BG376LB;1997;;;;
;SMS;MITSUBISHI FE MS518;BG4004ML;2004;;;;
;SMS;MITSUBISHI COLT FE 349 120 PS BAK KAYU;BG4011Y;2004;;;;
;SMS;TOYOTA DYNA TY489;BG4012MH;2003;;;;
;SMS;MITSUBISHI FE MS459;BG4028MF;2002;;;;
;SMS;MITSUBISHI FE MS440;BG4053MM;2004;;;;
;SMS;MITSUBISHI COLT FE 349 120 PS BAK KAYU;BG4069MF;2002;;;;
;SMS;MITSUBISHI FE MS410;BG4082AS;1996;;;;
;SMS;TOYOTA DYNA TY489;BG4092GA;2003;;;;
;SMS;SUZUKI SX4 004;BG40IT;2008;;;;
;SMS;MITSUBISHI COLT FE 349 120 PS BAK KAYU;BG4105MG;2002;;;;
;SMS;MITSUBISHI COLT 001;BG4128HB;1996;;;;
;SMS;TOYOTA DYNA TY411;BG4147BB;2004;;;;
;SMS;MITSUBISHI FE MS441-1;BG4164MM;2004;;;;
;SMS;TOYOTA DYNA 115;BG4167BB;2004;;;;
;SMS;MITSUBISHI FE MS518;BG4173MK;2001;;;;
;SMS;TOYOTA DYNA 115 ET TRUCK;BG4189MK;2003;;;;
;SMS;MITSUBISHI COLT FE 349 120 PS FLAT DECK;BG4228ML;2004;;;;
;SMS;MITSUBISHI COLT FE 334 HD 100 PS BAK BESI;BG4240ML;2004;;;;
;SMS;MITSUBISHI FE MS518;BG4250MF;2002;;;;
;SMS;MITSUBISHI COLT FE 347 135 PS DUMP TRUCK;BG4264MD;2001;;;;
;SMS;MITSUBISHI COLT FE 349 120 PS BAK KAYU;BG4288MF;2002;;;;
;SMS;MITSUBISHI FE 334 H TRUCK;BG4304MH;2000;;;;
;SMS;MITSUBISHI FE MS459;BG4326ME;2002;;;;
;SMS;MITSUBISHI FE MS514;BG4413MG;2003;;;;
;SMS;MITSUBISHI FE MS411;BG4452AS;1996;;;;
;SMS;MITSUBISHI COLT FE 349 120 PS BAK BESI;BG4552EB;2002;;;;
;SMS;"TOYOTA FORTUNER DIESEL G 4X2 2,5 MT";BG45IB;2008;;;;
;SMS;MITSUBISHI FE MS518;BG4608MK;2004;;;;
;SMS;MITSUBISHI FE MS518;BG4626MG;2003;;;;
;SMS;MITSUBISHI FE MS414;BG4644MB;2000;;;;
;SMS;MITSUBISHI COLT FE 349 120 PS BAK KAYU;BG4649MF;2002;;;;
;SMS;MITSUBISHI FE MS419;BG4652FB;2001;;;;
;SMS;MITSUBISHI FE MS488 -1;BG4662EB;2003;;;;
;SMS;MITSUBISHI FE MS535;BG4674MG;2003;;;;
;SMS;MITSUBISHI FE MS500;BG4685AR;1996;;;;
;SMS;SUZUKI BALENO SZ121;BG469AW;2000;;;;
;SMS;MITSUBISHI FE MS459;BG4714FB;2002;;;;
;SMS;MITSUBISHI COLT FE 349 120 PS BAK BESI;BG4721HB;2003;;;;
;SMS;MITSUBISHI FE MS459-1;BG4735MD;2001;;;;
;SMS;MITSUBISHI FE MS459;BG4750ME;2002;;;;
;SMS;MITSUBISHI FE MS526;BG4750MK;2004;;;;
;SMS;TOYOTA DYNA RINOBY43;BG4766MA;2000;;;;
;SMS;TOYOTA DYNA TY406;BG4768MD;2001;;;;
;SMS;TOYOTA DYNA 115;BG4778KA;2004;;;;
;SMS;MITSUBISHI COLT FE 349 120 PS DUMP TRUCK;BG4831MF;2002;;;;
;SMS;MITSUBISHI FE MS517;BG4859ME;2002;;;;
;SMS;MITSUBISHI COLT FE 349 HD 120 PS BAK BESI;BG4975MH;2003;;;;
;SMS;MITSUBISHI FE MS441;BG4999MC;2003;;;;
;SMS;MITSUBISHI FE MS459;BG4999MW;2003;;;;
;SMS;KIA TIMOR TM102;BG519AT;1997;;;;
;SMS;"HONDA JAZZ IDSI 1,5 AT";BG5KA;2004;;;;
;SMS;"HONDA ALL NEW CRV 4X2 2,0 AT";BG5R;2008;;;;
;SMS;SUZUKI BALENO SZ121-1;BG607AW;2000;;;;
;SMS;MITSUBISHI PAJERO MS509-1;BG65US;2010;;;;
;SMS;DAIHATSU NEWXENIA VVTIDELUXEFAMILY;BG666VJ;2007;;;;
;SMS;MITSUBISHI L-300 MS216;BG7105D;2001;;;;
;SMS;"SUZUKI CARRY FUTURA 1,5 PU WIDE DECK";BG8000CP;2011;;;;
;SMS;TOYOTA DYNA TY432;BG8001EC;2009;;;;
;SMS;TOYOTA DYNA TY452-1;BG8004EC;2009;;;;
;SMS;TOYOTA DYNA TY492;BG8005JA;2004;;;;
;SMS;TOYOTA DYNA RINO 130 HT DUMP TRUCK;BG8007EC;2009;;;;
;SMS;"SUZUKI CARRY FUTURA 1,5 PU";BG8008PD;2015;;;;
;SMS;MITSUBISHI FE MS413;BG8009LG;2001;;;;
;SMS;HINO DUTRO 130 HD DUMP TRUCK;BG8011UK;2010;;;;
;SMS;MITSUBISHI COLT FE 74 125 PS DUMP TRUCK;BG8012EF;2011;;;;
;SMS;TOYOTA DYNA RINO HT 130 PS 6R SG BAK BESI;BG8012EG;2012;;;;
;SMS;"SUZUKI CARRY FUTURA 1,5 PU";BG8012PE;2014;;;;
;SMS;HINO DUTRO 130 HD DUMP TRUCK;BG8012TE;2010;;;;
;SMS;HINO DUTRO 130 HD DUMP TRUCK;BG8012UK;2010;;;;
;SMS;"SUZUKI CARRY FUTURA 1,5 PU";BG8013DR;2018;;;;
;SMS;HINO TRUCK HT110;BG-8014-LN;2002;;;;
;SMS;MITSUBISHI COLT FE 334 100PS BAK KAYU;BG8014LW;2004;;;;
;SMS;MITSUBISHI COLT FE 334 100PS BAK BESI;BG8015MO;2006;;;;
;SMS;MITSUBISHI FE MS518;BG8015V;2006;;;;
;SMS;"SUZUKI NEW CARRY 1,5 PU FLAT DECK";BG8016BL;2021;;;;
;SMS;"DAIHATSU GRANMAX STANDAR PS 1,5 PU";BG8019BO;2013;;;;
;SMS;"SUZUKI NEW CARRY 1,5 PU FLAT DECK AC PS";BG8019JI;2021;;;;
;SMS;TOYOTA DYNA RINO 125 HT DUMP TRUCK;BG8020YA;2006;;;;
;SMS;"MITSUBISHI COLT L300 DIESEL STANDAR 2,5 PU";BG8021IK;2013;;;;
;SMS;MITSUBISHI FE MS459;BG8021V;2002;;;;
;SMS;"SUZUKI CARRY FUTURA 1,5 PU WIDE DECK";BG8023CH;2017;;;;
;SMS;TOYOTA DYNA TY432-1;BG8023DC;2010;;;;
;SMS;SUZUKI CARRY SZ276;BG8023T;2005;;;;
;SMS;MITSUBISHI COLT FE 349 HD 120 PS BAK BESI;BG8023TE;2005;;;;
;SMS;TOYOTA DYNA TY486;BG8024LC;2005;;;;
;SMS;MITSUBISHI COLT 053;BG8025TB;2011;;;;
;SMS;MITSUBISHI COLT FE 73 HD 110 PS DUMP TRUCK;BG8025UH;2010;;;;
;SMS;MITSUBISHI COLT FE 349 HD 120 PS BAK BESI;BG8026EA;2005;;;;
;SMS;TOYOTA DYNA TY411;BG8027T;2005;;;;
;SMS;TOYOTA DYNA TY477;BG8028DA;2008;;;;
;SMS;MITSUBISHI COLT FE 73 HD 110 PS BAK BESI;BG8028KB;2010;;;;
;SMS;HINO DUTRO 130 HD DUMP TRUCK;BG8032EC;2009;;;;
;SMS;MITSUBISHI COLT 005;BG8032K;2005;;;;
;SMS;"SUZUKI CARRY FUTURA 1,5 PU";BG8033GD;2017;;;;
;SMS;HINO DUTRO 130 HD BAK BESI;BG8034UJ;2014;;;;
;SMS;MITSUBISHI FE MS414;BG8035E;2005;;;;
;SMS;"DAIHATSU GRANMAX STANDAR 1,3 PU";BG8035YD;2019;;;;
;SMS;"SUZUKI NEW CARRY 1,5 PU FLAT DECK";BG8036CH;2022;;;;
;SMS;"DAIHATSU GRANMAX STANDAR PS AC 1,5 PU";BG8038YE;2012;;;;
;SMS;MITSUBISHI COLT FE 74 HD 125 PS BAK BESI;BG8039KB;2011;;;;
;SMS;MITSUBISHI COLT FE 334 100PS BOX;BG8039UD;2004;;;;
;SMS;MITSUBISHI COLT FE 349 120 PS BAK KAYU;BG8039YA;2006;;;;
;SMS;MITSUBISHI FE MS458;BG8040MC;2007;;;;
;SMS;MITSUBISHI COLT FE 74 HD 125 PS BAK BESI;BG8041CH;2010;;;;
;SMS;"SUZUKI NEW CARRY 1,5 PU FLAT DECK";BG8041VB;2021;;;;
;SMS;"SUZUKI NEW CARRY 1,5 PU FLAT DECK";BG8042CF;2019;;;;
;SMS;"MITSUBISHI STRADA TRITON DOUBLE CABIN GLX 2,8 PU";BG8047CD;2010;;;;
;SMS;MITSUBISHI COLT FE 75 SUPER HD 136 PS BAK BESI;BG8048HP;2017;;;;
;SMS;MITSUBISHI COLT FE 75 SUPER HD 136 PS BAK BESI;BG8052KJ;2018;;;;
;SMS;MITSUBISHI COLT FE 74 HD 125 PS BAK BESI;BG8052UD;2009;;;;
;SMS;MITSUBISHI COLT FE 74 HD 125 PS BAK KAYUU;BG8053LS;2014;;;;
;SMS;MITSUBISHI COLT FE 74 125 PS BAK BESI;BG8055UB;2008;;;;
;SMS;MITSUBISHI COLT FE 349 120 PS BAK BESI;BG8058LB;2005;;;;
;SMS;MITSUBISHI FE MS519;BG8060LG;1997;;;;
;SMS;MITSUBISHI COLT FE 73 110 PS BAK BESI;BG8062B;2008;;;;
;SMS;MITSUBISHI COLT FE 74 HD 125 PS BAK BESI;BG8062UY;2014;;;;
;SMS;HINO DUTRO 130HD1;BG8063GC;2011;;;;
;SMS;MITSUBISHI COLT FE 74 HD 125 PS BAK KAYUU;BG8063UY;2014;;;;
;SMS;MITSUBISHI COLT FE 74 HD 125 PS BAK BESI;BG8064FP;2012;;;;
;SMS;MITSUBISHI COLT FE 349 120 PS BAK KAYU;BG8066AJ;2004;;;;
;SMS;"TOYOTA NEW HILUX DOUBLE CABIN G 2,5 M/T";BG8066JJ;2017;;;;
;SMS;MITSUBISHI FE MS437-1;BG8066LG;2003;;;;
;SMS;HINO DUTRO 130 HD DUMP TRUCK;BG8067EC;2009;;;;
;SMS;MITSUBISHI COLT FE 349 120 PS BAK BESI;BG8067LW;2004;;;;
;SMS;MITSUBISHI COLT FE 73 110 PS BAK BESI;BG8067UB;2008;;;;
;SMS;"DAIHATSU GRANMAX STANDAR PS AC 1,5 PU";BG8069TE;2020;;;;
;SMS;SUZUKI CARRY SZ274;BG8070LC;2004;;;;
;SMS;TOYOTA DYNA RINO 130 HT BAK KAYU;BG8071BB;2013;;;;
;SMS;MITSUBISHI FE MS531;BG8071UL;2011;;;;
;SMS;MITSUBISHI COLT FE 334 100PS BAK KAYU;BG8072AI;2000;;;;
;SMS;"DAIHATSU GRANMAX STANDAR PS AC 1,5 PU";BG8072EJ;2020;;;;
;SMS;MITSUBISHI COLT FE 74 HD 125 PS BAK BESI;BG8074JC;2011;;;;
;SMS;"SUZUKI CARRY FUTURA 1,5 PU";BG8075CH;2017;;;;
;SMS;MITSUBISHI FE MS419;BG8075LG;2000;;;;
;SMS;HINO DUTRO 130 HD DUMP TRUCK;BG8075UO;2012;;;;
;SMS;TOYOTA DYNA TY421;BG8076AO;2004;;;;
;SMS;MITSUBISHI COLT L300 PU;BG8076LD;2002;;;;
;SMS;HINO DUTRO 130 HD BAK BESI;BG8077FC;2012;;;;
;SMS;"SUZUKI CARRY FUTURA 1,5 PU WIDE DECK";BG8078BD;2018;;;;
;SMS;MITSUBISHI COLT FE 349 120 PS BAK BESI;BG8078LQ;2005;;;;
;SMS;MITSUBISHI FE MS531;BG8078UA;2008;;;;
;SMS;MITSUBISHI COLT FE 74 125 PS BAK BESI;BG8078UB;2008;;;;
;SMS;MITSUBISHI COLT FE 74 HD 125 PS BAK BESI;BG8079LW;2008;;;;
;SMS;MITSUBISHI COLT FE 349 120 PS BAK KAYU;BG8082LG;2005;;;;
;SMS;"DAIHATSU GRANMAX STANDAR 1,3 PU";BG8084KM;2022;;;;
;SMS;"DAIHATSU GRANMAX STANDAR PS AC 1,5 PU";BG8084OH;2020;;;;
;SMS;"SUZUKI CARRY FUTURA 1,5 PU";BG8085HL;2018;;;;
;SMS;MITSUBISHI COLT FE 73 110 PS BAK KAYU;BG8085NB;2008;;;;
;SMS;MITSUBISHI COLT FE 75 SUPER HD 136 PS BAK BESI;BG8089HA;2011;;;;
;SMS;MITSUBISHI COLT 029;BG8092AC;2004;;;;
;SMS;"SUZUKI NEW CARRY 1,5 PU WIDE DECK";BG8092JI;2021;;;;
;SMS;TOYOTA DYNA RINO ET 110 PS 6R BAK KAYU;BG8092KB;2011;;;;
;SMS;MITSUBISHI COLT FE 334 100PS BAK KAYU;BG8095F;2005;;;;
;SMS;MITSUBISHI COLT FE 349 120 PS BAK BESI;BG8095YA;2002;;;;
;SMS;MITSUBISHI COLT FE 75 SUPER HD DUMP TRUCK;BG8097TC;2011;;;;
;SMS;"DAIHATSU GRANMAX STANDAR 1,3 PU";BG8099GN;2015;;;;
;SMS;TOYOTA KIJANG TY420;BG80RM;2011;;;;
;SMS;DAIHATSU FEROZA 003;BG80SR;1995;;;;
;SMS;MITSUBISHI COLT FE 349 120 PS BAK KAYU;BG8102AC;2004;;;;
;SMS;TOYOTA DYNA TY432-1;BG8103DB;2010;;;;
;SMS;MITSUBISHI COLT FE 74 125 PS BAK BESI;BG8103MJ;2008;;;;
;SMS;MITSUBISHI COLT FE 74 HD 125 PS DUMP TRUCK;BG8103UR;2012;;;;
;SMS;"DAIHATSU GRANMAX STANDAR PS AC 1,5 PU";BG8104HL;2018;;;;
;SMS;"MITSUBISHI COLT L300 DIESEL STANDAR 2,5 PU";BG8104HN;2010;;;;
;SMS;MITSUBISHI FE MS414;BG8104LM;2000;;;;
;SMS;MITSUBISHI FE MS440;BG8105LY;2005;;;;
;SMS;MITSUBISHI COLT FE 74 125 PS BAK BESI;BG8105MJ;2008;;;;
;SMS;MITSUBISHI COLT FE 74 HD 125 PS BAK BESI;BG8106JD;2012;;;;
;SMS;HINO DUTRO 130 HD DUMP TRUCK;BG8107TG;2008;;;;
;SMS;TOYOTA DYNA RINO 130 HT DUMP TRUCK;BG8108UR;2010;;;;
;SMS;MITSUBISHI COLT FE 74 HD 125 PS DUMP TRUCK;BG8108UV;2013;;;;
;SMS;MITSUBISHI_LIGHTTRUCK FE74 HD;BG8109YS;2008;;;;
;SMS;"SUZUKI CARRY MEGA 1,5 PU";BG8110TE;2015;;;;
;SMS;"DAIHATSU GRANMAX STANDAR PS AC 1,5 PU";BG8112PL;2021;;;;
;SMS;MITSUBISHI COLT FE 75 SUPER HD 136 PS BAK KAYU;BG8115FP;2016;;;;
;SMS;"DAIHATSU GRANMAX STANDAR PS AC 1,5 PU";BG8115YF;2015;;;;
;SMS;"SUZUKI CARRY FUTURA 1,5 PU";BG8116IO;2014;;;;
;SMS;SUZUKI CARRY SZ276;BG8117LD;2004;;;;
;SMS;MITSUBISHI FE MS441-1;BG8117YA;2006;;;;
;SMS;MITSUBISHI COLT FE 349 120 PS BAK BESI;BG8118FQ;2006;;;;
;SMS;MITSUBISHI COLT FE 75 SUPER HD 136 PS BAK BESI;BG8119GC;2012;;;;
;SMS;HINO DUTRO 130 HD BAK BESI;BG8119UV;2013;;;;
;SMS;"DAIHATSU GRANMAX STANDAR 1,3 PU";BG8120DI;2013;;;;
;SMS;MITSUBISHI COLT FE 74 125 PS BAK BESI;BG8120UB;2008;;;;
;SMS;TOYOTA DYNA TY489;BG8123B;2004;;;;
;SMS;"DAIHATSU GRANMAX STANDAR 1,3 PU";BG8124BI;2014;;;;
;SMS;MITSUBISHI COLT FE 349 120 PS BAK BESI;BG8126B;2005;;;;
;SMS;MITSUBISHI COLT FE 74 HD 125 PS BAK BESI;BG8126BB;2013;;;;
;SMS;MITSUBISHI COLT FE 84 136 PS BAK BESI;BG8126CG;2009;;;;
;SMS;"DAIHATSU GRANMAX STANDAR 1,3 PU";BG8128PL;2010;;;;
;SMS;MITSUBISHI COLT FE 75 SUPER HD 136 PS BAK BESI;BG8130KB;2011;;;;
;SMS;MITSUBISHI FE MS522;BG8131G;1995;;;;
;SMS;MITSUBISHI COLT FE 349 120 PS BAK KAYU;BG8131LQ;2004;;;;
;SMS;MITSUBISHI COLT FE 349 HD 120 PS BAK KAYU;BG8132K;2005;;;;
;SMS;MITSUBISHI COLT FE 349 120 PS BAK BESI;BG8133AO;2006;;;;
;SMS;HINO TRUCK HT103;BG8134AQ;2000;;;;
;SMS;MITSUBISHI COLT FE 74 125 PS BAK KAYU;BG8135MI;2007;;;;
;SMS;TOYOTA DYNA TY422;BG8137LG;2004;;;;
;SMS;"SUZUKI NEW CARRY 1,5 PU FLAT DECK AC PS";BG8138BI;2019;;;;
;SMS;ISUZU NMR 71 BAK BESI;BG8138IC;2017;;;;
;SMS;"DAIHATSU GRANMAX STANDAR 1,3 PU";BG8138KO;2016;;;;
;SMS;HINO DUTRO 130 HD DUMP TRUCK;BG8138LJ;2010;;;;
;SMS;HINO DUTRO 130 HD DUMP TRUCK;BG8138UA;2008;;;;
;SMS;MITSUBISHI COLT FE 349 120 PS BAK BESI;BG8139AO;2006;;;;
;SMS;MITSUBISHI FE MS522;BG8139G;1995;;;;
;SMS;"SUZUKI CARRY FUTURA 1,5 PU";BG8139LF;2011;;;;
;SMS;MITSUBISHI COLT FE 349 120 PS BAK BESI;BG8140AO;2006;;;;
;SMS;MITSUBISHI COLT FE 74 HD 125 PS BAK BESI;BG8140GC;2012;;;;
;SMS;SUZUKI NEW CARRY PICK-UP FLAT DECK;BG8140NK;2021;;;;
;SMS;MITSUBISHI COLT FE 74 HD 125 PS BAK KAYUU;BG8141LJ;2010;;;;
;SMS;TOYOTA DYNA TY444;BG8141LO;2009;;;;
;SMS;TOYOTA DYNA RINO HT 130 PS 6R SG DUMP TRUCK;BG8141UO;2012;;;;
;SMS;MITSUBISHI COLT FE 74 HD 125 PS DUMP TRUCK;BG8142UL;2011;;;;
;SMS;"SUZUKI NEW CARRY 1,5 PU FLAT DECK";BG8143BI;2019;;;;
;SMS;TOYOTA DYNA TY422;BG8143E;2005;;;;
;SMS;TOYOTA DYNA RINO 130 HT BAK BESI;BG8143UW;2013;;;;
;SMS;TOYOTA DYNA RINO 130 HT DUMP TRUCK;BG8145DA;2009;;;;
;SMS;MITSUBISHI FE MS444;BG8145LG;1996;;;;
;SMS;SUZUKI NEW CARRY PICK-UP FLAT DECK;BG8146FQ;2020;;;;
;SMS;"SUZUKI CARRY FUTURA 1,5 PU";BG8147VF;2017;;;;
;SMS;"DAIHATSU GRANMAX STANDAR 1,3 PU";BG8152IJ;2018;;;;
;SMS;MITSUBISHI COLT FE 349 HD 120 PS BAK KAYU;BG8152LY;2006;;;;
;SMS;SUZUKI CARRY SZ276;BG8152T;2006;;;;
;SMS;"DAIHATSU GRANMAX STANDAR PS AC 1,5 PU";BG8154BJ;2015;;;;
;SMS;MITSUBISHI COLT FE 349 120 PS BAK KAYU;BG8154LY;2004;;;;
;SMS;HINO DUTRO 130 HD DUMP TRUCK;BG8154UI;2015;;;;
;SMS;"SUZUKI CARRY FUTURA 1,5 PU";BG8155BR;2016;;;;
;SMS;MITSUBISHI FE MS527;BG8157DC;2005;;;;
;SMS;TOYOTA DYNA RINO 130 HT BAK BESI;BG8157UY;2014;;;;
;SMS;SUZUKI CARRY SZ274;BG8158LD;2005;;;;
;SMS;HINO DUTRO 125LT1;BG8158LN;2003;;;;
;SMS;MITSUBISHI COLT FE 73 110 PS BAK BESI;BG8159MC;2007;;;;
;SMS;"SUZUKI CARRY FUTURA 1,5 PU";BG8160HC;2007;;;;
;SMS;SUZUKI CARRY SZ274;BG8162TB;2012;;;;
;SMS;TOYOTA DYNA RINO 130 HT DUMP TRUCK;BG8163LO;2008;;;;
;SMS;"DAIHATSU GRANMAX STANDAR PS AC 1,5 PU";BG8163TD;2019;;;;
;SMS;TOYOTA DYNA RINO 130 HT BAK BESI;BG8164DC;2010;;;;
;SMS;MITSUBISHI COLT FE 349 HD 120 PS BAK BESI;BG8164LG;2006;;;;
;SMS;MITSUBISHI FE MS531;BG8164YA;2007;;;;
;SMS;TOYOTA DYNA RINO 130 HT BAK KAYU;BG8165FN;2011;;;;
;SMS;MITSUBISHI COLT FE 74 HD 125 PS BAK BESI;BG8165JB;2011;;;;
;SMS;"DAIHATSU GRANMAX 3 WAY PS AC 1,5 PU";BG8165VD;2017;;;;
;SMS;MITSUBISHI COLT FE 349 HD 120 PS BAK KAYU;BG8166EG;2007;;;;
;SMS;TOYOTA DYNA TY452;BG8166LY;2007;;;;
;SMS;TOYOTA DYNA TY452-1;BG8167UA;2008;;;;
;SMS;MITSUBISHI COLT FE 74 HD 125 PS BAK KAYUU;BG8167UR;2012;;;;
;SMS;MITSUBISHI COLT FE 74 HD 125 PS DUMP TRUCK;BG8168EG;2008;;;;
;SMS;TOYOTA DYNA TY406;BG8168H;2000;;;;
;SMS;MITSUBISHI COLT FE 74 HD 125 PS BAK BESI;BG8169UL;2011;;;;
;SMS;MITSUBISHI COLT FE 349 120 PS BAK BESI;BG8170EC;2004;;;;
;SMS;MITSUBISHI COLT FE 74 125 PS BAK BESI;BG8171UE;2009;;;;
;SMS;MITSUBISHI COLT FE 74 HD 125 PS BAK BESI;BG8171UF;2010;;;;
;SMS;MITSUBISHI COLT FE 74 HD 125 PS BAK BESI;BG8172JL;2008;;;;
;SMS;MITSUBISHI FE MS450;BG8172LH;2004;;;;
;SMS;MITSUBISHI COLT 035;BG8173EC;2009;;;;
;SMS;MITSUBISHI FE MS427;BG8173LG;2003;;;;
;SMS;HINO TRUCK HT180;BG8174AJ;2005;;;;
;SMS;"DAIHATSU GRANMAX STANDAR 1,5 PU";BG8174DS;2021;;;;
;SMS;MITSUBISHI COLT FE 349 120 PS BAK BESI;BG8174G;2006;;;;
;SMS;HINO DUTRO 130HD1;BG8174LB;2007;;;;
;SMS;HINO DUTRO 130 HD BAK BESI;BG8175IB;2017;;;;
;SMS;MITSUBISHI COLT FE 349 120 PS FLAT DECK;BG8175K;2006;;;;
;SMS;MITSUBISHI COLT FE 349 120 PS BAK BESI;BG8176W;2004;;;;
;SMS;TOYOTA DYNA TY486;BG8177BA;2003;;;;
;SMS;"SUZUKI CARRY FUTURA 1,5 PU";BG8178CD;2010;;;;
;SMS;HINO DUTRO 130 HD BAK KAYU;BG8178LS;2014;;;;
;SMS;MITSUBISHI COLT 041;BG8181DT;2008;;;;
;SMS;MITSUBISHI COLT FE 74 HD 125 PS DUMP TRUCK;BG8181ED;2008;;;;
;SMS;MITSUBISHI COLT FE 75 SUPER HD DUMP TRUCK;BG8181IT;2011;;;;
;SMS;MITSUBISHI COLT FE 334 HD 100 PS BAK BESI;BG8185YC;2006;;;;
;SMS;"DAIHATSU GRANMAX BLIND VAN 1,3 MT";BG8186PB;2015;;;;
;SMS;HINO FG 210 JL DUMP TRUCK;BG8187LO;2004;;;;
;SMS;MITSUBISHI FE FE74PS125;BG8188LB;2008;;;;
;SMS;TOYOTA DYNA TY452;BG8190LO;2008;;;;
;SMS;SUZUKI CARRY SZ276;BG8191LC;2004;;;;
;SMS;MITSUBISHI FE MS518;BG8192V;2001;;;;
;SMS;HINO DUTRO 130 HD BAK BESI;BG8193LB;2009;;;;
;SMS;MITSUBISHI COLT FE 349 HD 120 PS BAK KAYU;BG8193LN;2004;;;;
;SMS;MITSUBISHI FE MS441-1;BG8195AJ;2005;;;;
;SMS;MITSUBISHI COLT FE 74 125 PS BAK BESI;BG8196MI;2007;;;;
;SMS;MITSUBISHI FE MS551;BG8196MJ;2008;;;;
;SMS;MITSUBISHI COLT FE 74 125 PS BAK BESI;BG8196UE;2009;;;;
;SMS;"DAIHATSU GRANMAX STANDAR 1,3 PU";BG8198NQ;2021;;;;
;SMS;"SUZUKI NEW CARRY 1,5 PU FLAT DECK AC PS";BG8199NI;2020;;;;
;SMS;MITSUBISHI COLT FE 74 125 PS BAK BESI;BG8201FM;2009;;;;
;SMS;MITSUBISHI COLT FE 74 HD 125 PS BAK BESI;BG8202KC;2014;;;;
;SMS;SUZUKI CARRY SZ276;BG8202LE;2008;;;;
;SMS;MITSUBISHI COLT FE 75 SUPER HD 136 PS BAK BESI;BG8205YC;2017;;;;
;SMS;MITSUBISHI COLT FE 74 125 PS DUMP TRUCK;BG8207LJ;2011;;;;
;SMS;MITSUBISHI COLT FE 74 HD 125 PS BAK BESI;BG8209MF;2007;;;;
;SMS;"MITSUBISHI COLT L300 DIESEL STANDAR 2,5 PU";BG8211F;2005;;;;
;SMS;MITSUBISHI COLT FE 349 HD 120 PS BAK BESI;BG8211MO;2006;;;;
;SMS;TOYOTA DYNA TY452;BG8211UK;2011;;;;
;SMS;MITSUBISHI COLT 035-1;BG8212LE;2008;;;;
;SMS;"DAIHATSU GRANMAX STANDAR 1,5 PU";BG8213JH;2021;;;;
;SMS;MITSUBISHI COLT 035-1;BG8213UL;2011;;;;
;SMS;MITSUBISHI COLT FE 73 110 PS BAK BESI;BG8213YA;2007;;;;
;SMS;"SUZUKI CARRY FUTURA 1,5 PU";BG8214YD;2019;;;;
;SMS;SUZUKI NEW CARRY PICK-UP FLAT DECK;BG8215FR;2022;;;;
;SMS;MITSUBISHI COLT FE 74 HD 125 PS BAK BESI;BG8215LY;2011;;;;
;SMS;TOYOTA DYNA RINO 130 HT DUMP TRUCK;BG8219UN;2012;;;;
;SMS;TOYOTA DYNA TY452;BG8223MI;2007;;;;
